"json_extract( `ai_response`, '$.data.content')"
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n\"" stop! \"" Doughs shut at them with a land voice. The man looked at\nhim, continued to assaulting. \"" I have called phinman. Daylar said, listening to the\ncought\nword. the man tried to run. seeing this, Doughs immediately him, didn't leave him\nruning. It didn't take long time before police got, Daylis the man to the police\nThe woman who saved by Pangles made a simely a attitude to Dangles.\n\"" My nume is lemi thinks to saving me. \"" Dangles didn't say to much. he most\nsay to\nwere back to the bus, there wre many passengers waiting to him.\npassengers conveys\n  Two weeks after the assault, Douglas visited Terri at her home. _ lervi is already recovered she\nshowed her attitude to Dayle again and ask him? Why did yous save me, you\ngirl a bus driver you had many passages on the bis \"" without thinking\nto much at. that time, There was only one thing in his mind that He must.\nto save her or she would die. Though it's not on my rate, I condue see a people\ndying in front of me, You need my help. \"" listening his words. Terr was so tuched\nthat tewing welling up in her eyes. It was not until that the slermlized that\nIt doesn't matter what rate is\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few sieps over to them.\n\""\nsee\n  You are killing her! \"" shouted at the man, Douglas tried to stop\nhim. However, he failed. The man stopped assaulting the woman, instead, he\nturned to assault Douglas. Douglas went to great lengths to protect\nhimself from assault. but it didn't work. The woman came to prevent\nthe man from assaulting Douglas at the moment Dauglas was likely\nto die. The man pushed away the woman, and she was badly hurt.\n  Just at the moment, the police came and took the man away. It\nwas June Jurrett who called the police and rushed Danglas and the\nwoman, who called Terri to the hospital.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Her injuries were almost recover.\n- Terri expressed her appreciate to Douglas for his save at the risk\nof hurt. Douglas told her it. didn't matter. and it was her who\nsave him when he was nearly to die - under the man's assault.\nThey looked at each other and laughed. Since then, they have\nbecome good friends. Douglas often came to Terri's house to take\nher around as she was not convinced. There won't be a warmer\nthing than helping a person who you never see before.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\nTo stop the man from attracking for the woman. Danglas tried\nto spreate from two of them, to let the wo men out of danger.\n  As fast as he could. rushed there and pushed the man\nto one side and let the women behind him to stop her for\nthe second attrack With the man's appiontment. not to take on the\nbusiness, Danglas refused and fought for the man to got the woman's wallet.\n  When Terri saw this. she get down the bus and let the women\nto some where safe. Finally, the woman get her wallet\n  Two weeks after the assault, Douglas visited Terri at her home. _ - After for this. Terri said\nsorry for Danglas of her impoliet. Thanks for his help to the\nBecause the woman was her best friend. Because his bravery,\nso her can release the danger.\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siic nearby. Dougias ran the few sieps over io them.\n  His heart punding rapidly, he was aware that he was doing\nsomething dangerly. Shouting in his loudest voice, he ordered\n\"" Stop? This incident is not allowed by the law. \"" To\nhis astonishment, perhaps that his old body was thought\nto be no threat for the young man, the young man was\nstill attacking the woman without interruption. Without\nhesitation, having the defination of killing the man, he went\ntoward the man to preserve the woman. Finally, with his\nkind agency, theman was hitted to the road, and the woman who\nnamed Terri\nate and sound.\n\"" Wo beeks after he assaul, bouglas visited terriat her home. He knew that it must be\na shock for a lonely woman who had no choice but to\nuse walker to walk. And it was necessary that he take\ncare of the woman. \"" How are you? \"" he asked. I'm\n'm\ntime, thank you, \"" with gettinde, ferri answered. If he\nhadn't given her a helping hand, the end of the assault would\nhave been greatly different, as all of the people withessing\nthe attack known. She said You are the light which brings\nmade\nmy life bright. Your unselfish out come really\nmy entire word upside down. You accurred to me that kindness is\nin all places\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few isieps over to them.\n  Douglas shouted to stop the man and stood in front of the\nwoman to protect her. Dauglas could feel the anger growing\nbubbling up inside him, his hands culling into fists. Looking at\nhis performance, the young man took a knife on his hand\n  With the young man walking nearly, Donglas was almost frozen\nwith fear. But he told himself to calm down. Donglas took a deep\nbreath to get the woman's wallet, but the young hurt him and\nran away. Douglas was rushed to the hospital. The bus passengers\nand people who walked by mithessing the attack gasped\n  Two weeks after the assault, Douglas visited Terri at her home. _ To Terri's surprise, she\nwelcome him with happiness and asked him about his injury.\n  Dauglas answered patiently smile, tolding her the man\nwho staned at her and stole her wallet was punished. Listening\nto this, Terri thanked for Douglas genuinely, if he didn't\nstand out to help her on that day, the consequence couldn't\nknow how much. Douglas accepted her thankness, a smile creeping\nacross his face. On the way home, Douglas knew that being\nhelpful and brave could bring more meaningful things!\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siie nearby. Douglas ran the few steps over to them.\n\"" Step! \"" Douglas shouted at the man. However, the man looked at\nhim up and down, continuing his assault. Without hesitate, Deuglas\ncalled the police. Hearing his call the man stopped his attack and wanted\nto run away. At that moment, Douglas dragged him and prevented\nhim from running. Meanwhile, he pulled up the woman and gave her\nwallet back. It wasn't long before the police arrived at the\nsidewalk. After the police took the man to the police station, Douglas\nsent thewoman to the hospital and had a check. Fortunately,\nthe woman didn't get injured greatly.\n  Two weeks after the assault, Douglas visited Terri at her home. _ With the door opened, Terrigare\nDouglas a big hug. To her excitement, Terri expressed her gratitude\nfor Douglas. \"" I was so scered at that time, I really didn't know\nill\nwhat to do without you. \"" Terri said, with tears in her eyes. \"" I prepare\na present for you please receive it. \"" She gave a gift to\nDouglas. \"" Sorry, I can't accept it. I believe that whoever spotted\nthe assault would help you. Otherwise, I visit you to check that\nwhether you have been recovered, not for gift. \"" Vltimately, Danglas\ndidn't accept the gift because be did every thing just for his\nheart\n"""
"""  He grabbed a neavy four-foot-iong stick from a construction site nearby. Dougias ran the few steps over to them.\n  Overwhelmed with anger, he rushed to the man and motioned\nfor him to stop right now. On seeing Daughas who was a tall\nstrong guy. the man immediately feared and tried to escape,\nleaving thewallet and the poor lady on the ground. Are you\nok? \"" He rubbed the tear on the lady's face and patted her\nsoftly, trying to make her feel better. Since she needed to be\ncare about, Danglas even forget his bus and the passengers who\nwas busy on the bus. Undoubtly, he was punished by the bus\ncompany\n  Two weeks after the assault, Douglas visited Terri at her home. _ \"" Thank you for your brave\nbehavior. \"" On the very of tear again. the poor lady said and\ngave Danglas a warm huge, releaving his sarrow about being\npunished. Hearing the punishment he has sutfered, she sincerely\nexpressed her sorry. But I helped you indeed everything will\nbe time. ' Doughas is just like a ray of sunlight warming\nthe woman's most discouranging moment, a sense of flooded\nover both of their mind. Terri knew there's more kindness than\nevil in the world while Dong as also received much hapiness\nfrom giving a hand to help Not on his route, but still a direct route\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few steps over to them.\n  Staring at the man who assaulted the young woman, shouting at the top\nof her voice ; Go away! \"" The man met his eyes, noticed that he was in\ndanger now, continued his assault to the young woman strengthly. The\nwoman's hand was hurt, falling down. The other people speechless for a moment,\nso the man ran away with the wallet immediately. When Douglas\nnoticed what had happened, they let the young woman who was hurt to\nthe hospital and called policemen to deal with this assault.\n  Two weeks after the assault, Douglas visited Terri at her home Terri, the young woman\nwho was hurt in the asscult, told Douglas that she was well. \"" The man who\nhurt you two weeks before had been found, and we should go to see the\npolicemen. Douglas told Terri. When they arrived there, the man who started\nthe assault was standing there, a look of guilt flashing across his face\nThe man said he was really sorry for what he did to the young woman.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  He. caught the man and managed to stop his active.\nHowever, the man pulled him away and his struch in\nDouglas with angry. Pouglas didn't throw\nin thetowel. and faught with the man. The passengers\ncouldn't sit One of them went off the bus\nand then went to help Donglas. The other tried to\nphoto the police. The man found it was bad\nfor him, so he gave up assculting and to\nran away. But with diver's, he failed. The police\ntook him anay\n  She\ninvited him\n  Two weeks after the assault, Douglas visited Terri at her home.\nwith smiled. Terri showed her thanks\nfor that day, Dongles said : \"" It is something\nthat I should do Tem abo concerned don't\nhis injuries. Her family came to hung\nThey became good friends from then on And to\nhim and praised him for his active.\n  Donglas decided to help more people in the\nmind. It was a beautiful day too.\n"""
"""  He grabbed a heavy four-foqi-long stick from a consiruction siie neafby. Douglas ran the few steps over to them.\n  He the man's back by the stick The man\ndidn't notice him and jumped out after the hit. In the few\nseconds, Douglas caught the woman and pushed her far\naway from them. The woman quickly called 110 and fell\nvery frightened. Dangles came back to the man and kicked him\nusing all his strength. However, the man was strong\nthat he quickly back The people on the bus screamed\nand some of them also came to help. Fortunately, the police\ncame and took the man away.\n  Two weeks after the assault, Douglas visited Terri at her home Terri had a good\nrecovery and cooked a lot to treat Dougles. When they ate\nTencer, Tell Douglas the truth. The young man was hig\nson. Although he was 205, he didn't go to work instead of asking her\nfor money. One day, she refused so his son was so angry that readed\nway. The day\nany\nlike that. Daylas was in a great shock. Suddenly,\nwe can go\nhe came an idea. He said that could be a bus drive like him\nand he would also educated and taught him. Teri was so moved that\nshe didn't know what to. From then on they became good\na good to\n  LHer can also\nfriends. son gradually became a guy.\nguy.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  At the thought of hitting the man from his back, while\nthe man turned around and noticed him. He stopped\nassaulting the woman lying on the ground and went towards\nDouglas. Danglas tried his best to using the heavy\nstick to hit the man. However, the stick was like a\nhuge stone and couldn't touch the young man. The muscular\nman loving his body, quickly rushed towards Douglas and\ngave a accurate assault to him. Seeing Doughs couldn't\nfight back, the man ran. Doughs stood and sent the woman to hospital.\n  Iam sorry that I\n  Two weeks after the assault, Douglas visited Terri at her home.\ncouldn't help you two weeks earlier. Terri\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  Two weeks after the assault, Douglas visited Terri at her home.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few steps over to them.\n  He shouted at the young man 2 stop! I have called the\npolicemen. So you better give the wallet back. \"" The young\nan\nwas shocked, looking back at Doughs, running away just\nlike an arrou out of the baw. Day as realized that he\n- -\nwanted to run, he followed him without hesitation.\nAt last, he grobbed at the carner of the street. Then he\nsent the that is the priceren, The policeman awarded\nas He helper of there,\n  Two weeks after the assault, Douglas visited Terri home. Yevi, was of thankful\nto Douglas. she invited poyls to have dinner together at\nher home. Doughs as reed. On the table they talked all a\nabout what happened that day and how afraid she was\nat that fire. Dongks said nothing just laugh. \"" That is when\nsay, I just do my self. not my mure. \""\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  He shouted at the young man and showed the stick on his hands.\nHowever, the young man smiled calmly and then took out a gun, pointing\nat the woman and shouted, \"" Throwing your weapons away and stand there, or\nblow\nthis lovely woman will die. \"" Donglas had no choice but to what the man\nsaid. Must use that? \"" thinking to himself and be also tack out a gun, shouting\nIf she dies, you'll also soon! This time. the young man was obviously anxious\nand ran away quickly. Wondering why the young man ran away with a\ngun, he shoot at the young man's legs and caught him. It turned out\nthat the gun was a toy which was made just like the real one.\n  Two weeks after the assault, Douglas visited Terri at her home. Terri was badly hurt because of\nthe young man's She was thankful to Douglas. The local government\nalso credited him for his bravery behaviors. I used to be the best shooter\nin my navy said Panglas.\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction siic nearby. Dougias ran the few steps over to them.\nBut the man didn't stop, he was still attacking the woman. From\nthe woman's eyes, there was full of fear and tears ran\nfrom her eyes. Donglas was angry that he couldn't\nsee it continued, and he quickly took action to stop the\nman from assault and called the police socretly. The police came\nsoon after it and the man was caught to police station, so the\nwoman got help from them.\n  Two weeks after the assault, Douglas visited Terri at her home... He took care of the woman.\nand asked the health of her. Luckily, the woman\nrecovered soon after the assault, without Daughts's help, she\nmay still be in hospital. so s it was very greatful to\nand the smile appeared from Daylas's face, they all felt\nhappy, and quickly they became best friends, at that time, there\nwas not anything except warmth.\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction site nearby. Dougias ran the few is steps over to them.\n  Douglas tryed to catch the strong man, but failed. At this\ntime, one off the bus passengers who witnessed the whole thing\ncalled thepolice. Luckily, the police came on time, the police\nshouted with guns on their hands. \"" Hei, that strong man\nstopping that, otherwise we will catch you. \"" The strong\nman stopped assault at the monment, Douglas who standed\nbeside the man quickly catched the man. Finally, the man was\ncatched by the police, but unluckily, Terri, the woman used a\nwalker, her arms hurt serious\n  Two weeks after the assault, Douglas visited Terri at her home. Douglas saw Terri with a\nsmile on his face. Terri looked better than two weeks ago,\nDouglas thought. Terri hugged Douglas and said, \"" Douglas!\n  Thank you very much! I must die without your help two\n\"" Douglas\nweeks ago. You're so kindless. \"" I looked the tear in Terri's\neyes said, \"" No welcome, Terri, I think everyone will do that at\nthat time, it's just a piece of case. As we know, a bit of\nkindness will make a big influence at the important\ntime, just like a ray of light through the darkness.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few is steps over to them.\n- Hey! \"" Douglas caught the man's attention and kicked his leg as fast\nas he could. On the verge of anger, the man turned to Douglas and\nbegan his assault. However, although Danglas wasno longer young, he was\nstrong enough to defeat theman. While the man was lying on the\nground, Douglas walked to the woman and called the police. After being\ncared about and chatting with Doughas, the woman wiped the tears off\nher face and smiled. She told Douglas her phone number and her name\n- Terri.\n  Two weeks after the assault, Douglas visited Terri home. _ _ Terri was so surprised that\n  Douglas came to her. She was suddenly busy preparing tea, snacks and so on\nto treat Douglas. Donglas cared about her injures and told her about\nself-protection. ' You, as a woman, should protect yourself outside. Remember\nto be suspecting whenever or wherever you are. \"" Terri grinned with\ndelight and thanked to Douglas. The sun was beating down shiningly and\nthe wind was brushing gently.\n"""
"""  He grabbed a heavv four-foot-long stick from a consiruction site nearby. Dougias ran the few steps over to them.\nWhy not take a vacation?\n-\n  Two weeks after the assault, Douglas visited Terri at her home.\n  Where's my holiday?\n"""
"""  He grabbed a neavy four-foot-long stick from a construction site nearby. Dougias tan the few sieps over to them.\nThe muscular young man continued his violence assault, the old woman were\nscreaming for help, she laid on the ground and her head was bleeding. Douglas\ncaught the young man's arm and tried to stopped him. The young man let the old\nwoman and began to attack pouglas. Suddenly, the bus pass engers arrived and\nthey caught the young together and called the police. Douglas checked out the\nold woman and sent her to the hospital, the old woman said her name isTerri.\n  Two weeks after the assault, Douglas visited Terri at her home. The old woman went home from the\nhospital recently. Her condition became better after the medical treatment.\nTerri thanked to Douglas and said \"" Without you, I would die that day. Douglas\nsmiled and said \"" Your safety is the most important thing. \"" Tern took some\nmoney and gave it to pouglas and \"" You must qccept it. \"" Douglas refused the\nold woman's money and said that is what he should do\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction siic nearby. Douglas ran the few sieps over to them.\n  He hunted the young man with the stick. The man\ngot hurt and stopped assaulting the woman. The man\nbegan to assault Douglas. Douglas was old and had\nless power than the man. But he didn't escape. They struggled\nwith each other. Luckily, the man fell down by the strick.\nBut Douglas got badly hurt too. He firstly called 120 and\ntook care of the situation of the woman. The woman couldn't\nsay anything but to give him a note. It's her name\nand her address. Her name was Terri\nas\n  Two weeks after the assault, Douglas visited Terri at her home Terri 'still weak. However,\nshe also said thanks to Douglas and couldn't bear to cry,\nShe idn't know what could she do to help Dangles.\nDouglas nearly got recovered and he said it was nothing.\nIt was what he should do.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few sieps over to them.\n  He rushed into the crowds and wanted to seperate them. Seconds later, he\nfailed. So he used all his strength to divide them. And the man pan\naway quickly. Pouglas constantly ran after him to catch him. After few\nminutes, Deuglas took the wallet back. He took out the ID-card,\nsaying \"" Are you Terri! \"" \"" Yes, I am Thanks for taking walle\nback. \"" If Ican. I would invite yon to come my house to visit. \""\n  It's my honer. \""\n  Two weeks after the assault, Douglas visited Terri at her home. _ \"" Are you fine now? \"" Dong las\nasked Teiri friendly. Teni smiled \"" I'm ok now. I'm fine. \""\n  Then Yemi thanked for Dangles again and again. She wants to invite\nTerri to have a dinner that can show her respect. Douglas refused\ngentlely, and said \"" It's my responsibility to help others. I can't\nget back anything. \"" So Just thanked him for a more time,\n  At last, they had a close consultation and became good friends.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  The old woman started to scream weakly with the man's\nassault. The man rob the old woman's wallet and pull her\ndown. Then the man ran quickly without watching her and\nDauglas. Dauglas walked towards the old woman and help her\nto stand up. After he knew the old women didn't hurt hardly.\nHe started to find the man and run behand him. Finally, Danglas\ngot the woman's wallet back and returned it to her. The\nold woman thank Daylas very much and Danglas sent her back\nher home\n  Two weeks after the assault, Douglas visited Terri at her home... Douglas looked at her face\nand thought Terri become healthy\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n  Dauglas handed the stick up. and dropped it on the\nman's shoulder. The man shouted loudly and stepped\nassaulting the woman. But at the moment, a knife\nappeared in the man's hand. Douglas immediately fought\nwith him. The knife touched Douglas's arms, the blood\nquickly ran out. Then the man was catched by\nothers. Douglas and the woman were badly hurt, the\nother people called ambulances to sent them to the\nhospital.\n  Two weeks after the assuli. Douglas visited Terri at her home. Terri the woman who\nwas assaulted by the man. When Douglas arrived, Terri's\nface immediately appeared a big smile. She let Douglas\ncome into her home, and they sat on the sofa. She said : \""\nThank you very much. You saved me that day. And\nI am so sorry that, you were badly hurt because me. \""\nDouglas laughed : \"" Don't sad, I think I should do\nthat. Help others can also make me happy. \""\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few is steps over to them.\n  Staring at the man's assault, angry crepted over him. So he handed\nthe long stick to fight against the man. So nervous was Douglas that\nhis cheeks were red and his hands began to sweat. However, at the\nthought of the bad man's actions to the weak woman, Douglas was full of\ni\nstrength. He continued his assault and shouted Stop! Stop! \"" But the man\ndidn't do nothing but assaulting. To help theaccident stop and save the\nwoman, June Jarrett quickly called the police for help. After what seemed\nto be a century, the police hurried to the place and caught the man.\n  Unluckily, the woman suffered many injuries. Douglas took a deep breath in relief.\nThen, the woman and Dauglas changed their numbers.\n  Two weeks after the assault, Douglas visited Terri at her home\nfound the woman called Terri has recovered mainly. Terri expressed her\nthank to Douglas and thought if she didn't have Douglas's help, she would\nin terrible situations. Danglas was so glad that he laughed loud and\npatted Terri on her shoulders, said It's my pleasure. From then on, they\nmade good friends and kept in good touch with each other.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  He tried to stopped the man from attacking. In result of the distinct strength,\n54 - year-old failed. However, his braveng made a great effect on people\nwho were just watching before. Gradually, passengers jumped out and\nfight with the guilty man. Everyone got together and finally the woman\ngot her wallet back.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Tern recovered and she was\nbathing the light when Danglas came. She thanked Donglas for his\nhelp-hand in that discouraging time.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few sieps over to them.\n  The grower thesituation is, the calmer Douglas is to think about what\nto do next. He spared no efforts to try to pose threats to the crazy\nman with the heavy Long stick. Obviously, that worked and the man\nstopped his assault. A thought of hesitation flashed through the man's\nmind. Douglas dashed tothem at the speed of light, aimed to\nseparate them. The man quickly returned concious. He wanted to run away,\nway\nonly to find the woman was hugging his legs tightly so he even\ncouldn't move forward. Soon, the police came and controlled the\nspot\n  Two weeks after the assault, Douglas visited Terri at her home. Terri had become dynamic again\ninstead of the pale look before. Thankful as she was, Terri well\ntreated Douglas and conveyed her gratitude to him. She said she was\nchoked by fear and felt her blood was frozen. And Douglas was like a\nray of light in the dark. They hugged each other and experienced a great\nrelief in the hope of living a harmonious life,\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few sieps over to them.\n  Donglas shouted \"" You should give the woman's wallet back.\nYou are against the law. \"" The young man didn't expect -\nthat someone would come to help the woman. At that\ntime, more and more people came and gathered here.\n- - The young was a bit afraid and drop the wallet.\n  He quickly ran away. The young woman thanked to\n  Douglas\n  Two weeks after the assault, Douglas visited Terri at her home. Terril was surprised to\nsee Douglas. She was excited and said \"" Thank you, you\nare my here. I\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few is steps over io them.\nDanglas shouted to the man \"" Step, I have called the police. \"" The man\nstopped and looked at Douglas. He felt very angry but quickly be became\nscared and wanted to run away. Douglas found what he wanted to do\nand run in front of him until the police came. The police gave\nback the wallet to the woman and drove her to the hospital.\nWhen Danglas wanted to leave, the woman told him\nwhere she lives and her name.\n  Two weeks after the assault, Douglas visited Terri home. _ _ _ _ _ _ Tem has been better after the\ntreatment in the hospital. Tem said sadly \"" Thank you Dangles, If\nwithout you, I really didn't know what to do. \"" Ten kept crying,\nand Douglas just said that is something what he should do. If everyone\ncan give a helping hand to someone in need, the world will be\nbetter. At last, Tem gave Danglas some gifts to express her thankful.\nbut Danglas refused.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over io them.\n  With the stick lifting. He warned the man \"" Stop! \"" As\nthe man didn't listening to him and continued his assault\nDeuglas heavily hit at - his back, which made him fell onto\nthe ground and got even more angry. He tried to rush\nto Daughs, but he suffered the passengers' attacking and\nsomeone called the police which made him be catched by\nthe police a few later. Douglas checked the woman,\nwho was heavily injured. He quickly took her to the\nhospital and got her name, Terri.\n  Two weeks after the assault, Douglas visited Terri at her home. As Terri was just released\nby the hospital, when talking to this part, she still looked\n- pale. Terri tried to give Dayles money to thank for\nhis brave action which he didn't accept as he thought\nthis was something he should do. A\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few sieps over to them.\n  He rowed to the young man and fought with him. Douglas\nwaved his stick without hesitation. The man starred at him\nterribly. The woman stay away from them and call the police\nimmediately with her trembling hands. Some of the bus passengers\nrushed down the bus and come to help Douglas. Eventually, the\nwas chased by the police. To express her thankfulness. the woman\ntold Douglas that her name is lerri and invited Douglas\nto have a dinner at her home.\n  Two weeks after the assault, Douglas visited Terri home. _ _ Lerri opened the door\nethusiasticly. Looking around her home, he found that the\nhouse was decorated in detail. Terri was busy\npreparing the delicious dinner, sweaty and pleased. \"" I wouldn't\nknow what would happen, if you hadn't help me. I couldn't\nappreciated too much. You are so kind and affectionate.\n  Terri said sincerely. They hugged together as Tern dilivered\na fresh flower.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n\"" Stop, that man! ' Douglas shouted loudly with anger. \"" You\nargue\nmust stop there, don't come here or I will kill her. \"" The\nman said annoyed and took out a knife. Douglas could only\nwere\nstopped. He looked at the poor woman, There a lot\nof hurt on her skin. But Douglas had no ways\nto the man from assaulting him quickly, one of his\nthe woman\npassengers called the police. After the coming of the policement\nThe man was successfully arrested. Dougla sent the woman\nto the hospital immediately.\n  Two weeks after the assault, Douglas visited Terri home. - - \"" Thank you for you be\nbravery. That day was so scary. \"" said Terri thankfully.\n-\n  You are welcome, this is what I should do, \"" pouglas\n\"" \"" Ye\nsmiled, Are you ok now? \"" \"" Yes, I was already being cured. \""\n  The woman made a up of caffee to the man and\nsat with him on the sofa. Then they talked about lots\nof small things in their life and became good friends.\nBefore Daylas go, Terri invited him to have dinner with\nher, Douglas agreed and had a good time with her\nthat night.\n"""
"""  He grabbed a neavy four-foot-iong stick from a construction site nearby. Douglas ran the few steps over to them.\n  Hey man! Stop your assault! \"" Douglas shouted, holding the\n- long stick. But the man just gave him a cold eye. The woman.\nlying on the street was bleeding. Douglas was so angry that he\nkicked the man heavily. The man was frozen for a while. But\nlater, he rushed to Douglas. They tought together. The bus\n1 - passengers got off the bus to help Danglas. Finally, the\npolice came and took the man away.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Terri was sitting on the.\n- sofa, with a smile on her face. Thank you so much Douglas\n  It's so kind of you to help a stranger. ' Donglas said \"" It\nis my duty.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction siie nearby. Douglas ran the few steps over to them.\n  And the bus passengers also tallered him. They want to help the woman who was\nsuttering assault and caught the murder. After she muscular young noticed\nthat, he hurried his moves girl increase his assault. But he tail. Nearly the helpers\ncome, he stoped his assault and pull the woman to the helpers. Then he -\nran away fastly. We tried to ran after him, but tail. The woman was scared by\nthe accident and suttered some injuries. They sent her to the\nhospital and helped her call the police, we learned that she is Terri\n  Two weeks after the assault, Douglas visited Terri at her home. _. Her injuries have gone well. He\ntold her a good news that the murder had been caught.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  June Janett saw that in honor and called on the police immeditly. At that\nmoment, a sudden and loud sound appeared. Douglas caught the muscular\nyoung man with that heavy four foot-long stick. The young man wanted to get\nrid of the catch. But when he listened to the police sound, he stopped because\nhe knew everything was late. Douglas gave him to the police and searched him\nfor woman's wallet. Then Donglas went towards woman. The woman looked\nhopeless and sad, her tears willing out. Daydas patted her on her shoulder, just\nwanted to give her warm. Soon Donglas took her home and knew her hame was\nTerri.\n  Two weeks after the assault, Douglas visited Terri at her home to be better, but she\nstill have no bravery to go out. Terri remaid the assault, she felt plazed and asked\nDaughs, \"" Why were you willing to help me? \"" Douglas smiled replied. \"" I can's see\na person assaulted to death in frount of me. \"" Heard that, Temi hugged Daylas\nand thanked him very much. Then lemi cooked dinner to thank Douglas. After dinner,\nDanglas advised to walk around the park. He wanted to let Ten get rid of the darkness,\nand brought happiness and sunlight into Terri's heart.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few steps over to them.\nHe shouted \"" Stop \"" But the man didn't stop.\n  Dougla ran quickly and catch the man. The man\nwanted to assault Dongla. Doughs didn't fear. he\nquich make the man fell down. and take him\nto the polic station. The woman was save\n  Two weeks after the assault, Douglas visited Terri at her home. _ Terri was very happy\nto see Dangle, there were tears in her eyes.\n\"" I was very dear that day and regally thank\nyou. she said Pougla, said \"" That is the thing I\nI must do. \""\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few steps over to them.\nwas\n  He searching for the target - the man, he dashed out like a\narrow, a look of shoke flashing across the man's face. The man\nstopped his assault and wanted to run away, Deuglas collided with\nthe man from behind and crashed the man to the ground at\nthe eleventh hour, Winston Pouglas caught him, the crowed\nwere cheering, Douglas returned the wallet for the woman and\nsent herto the hospital, the woman showed her thinks giving and\ninvented him to go to her home two weeks after\n  Two weeks after the assault, Douglas visited Terri at her home. _ Terri hold his hand tightly\nat the thought of his appearance. She sincerely said if haven't\nDaughas, she couldn't have a narrow escape the bus was not on\nhis route but the couragement was\n"""
"""  He grabbed a heavy four-foot-iong stick from a consiruction site nearby. Douglas ran the few sieps over to them.\n  He rapidly pushed away the man to protect the woman. \"" Return\nher wallet and get out of here! \"" Douglas said. The man was angry.\nHe didn't want to give up. and took a knife to force Douglas\nto leave. But Douglas was brave enough and refused to move. June\nJarrett quickly calmed down herself and called the police. They got\nthere immediately and stopped the man. The woman was sent to\nthe hospital. Before leaving. she told Douglas that her name was\n  Terri\n  Two weeks after the assault, Douglas visited Terri at her home. She suffered slight injuries and\nwas relaxing at home. Terri was glad to see Douglas who saved her\nbravely. She thanked to him and wanted to share his behavior with more\npeople. Douglas's action impressed the public. The local newspaper highly\npraised him and advised to reward him. To one's surprise. Douglas\nrefused to be rewarded and told people that he was just a common\nperson who worked for the MARTA. He only eagered to help people\nin danger.\n"""
